LIMIT_BAL,PAY_1,PAY_2,PAY_3,BILL_AMT1,BILL_AMT2,BILL_AMT3,PAY_AMT1,PAY_AMT2,PAY_AMT3,default,total_bill,total_payment,debt_ratio,avg_delay,payment_ratio
450000.0,-2,-2,-2,5512.0,19420.0,1473.0,19428.0,1473.0,560.0,1,26405.0,21461.0,0.05867777777777778,-2.0,0.8127627343306192
90000.0,0,0,0,4744.0,7070.0,0.0,5757.0,0.0,5398.0,0,11814.0,11155.0,0.13126666666666667,0.0,0.9442187235483325
50000.0,0,0,0,47620.0,41810.0,36023.0,1973.0,1426.0,1001.0,0,125453.0,4400.0,2.50906,0.0,0.035072895825528284
60000.0,1,-2,-1,-81.0,-200.0,259.0,0.0,1000.0,0.0,1,-22.0,1000.0,-0.00036666666666666667,-0.6666666666666666,0.0
50000.0,0,0,0,22541.0,16138.0,17163.0,1300.0,1300.0,1000.0,0,55842.0,3600.0,1.11684,0.0,0.0644676050284732
50000.0,-1,-1,-1,650.0,3415.0,3416.0,3415.0,3421.0,2044.0,0,7481.0,8880.0,0.14962,-1.0,1.1870070846143563
50000.0,0,0,0,15329.0,16575.0,17496.0,1500.0,1500.0,1000.0,0,49400.0,4000.0,0.988,0.0,0.08097165991902834
230000.0,-1,-1,-1,16646.0,17265.0,13266.0,17270.0,13281.0,15339.0,0,47177.0,45890.0,0.20511739130434783,-1.0,0.9727197575089557
50000.0,2,0,0,30518.0,29618.0,22102.0,1718.0,1500.0,1000.0,1,82238.0,4218.0,1.64476,0.6666666666666666,0.05129015783457769
100000.0,0,0,0,93036.0,84071.0,82880.0,3023.0,3511.0,3302.0,0,259987.0,9836.0,2.59987,0.0,0.03783266086381242
500000.0,-2,-2,-2,10929.0,4152.0,22722.0,4152.0,22827.0,7521.0,0,37803.0,34500.0,0.075606,-2.0,0.9126259820649155
500000.0,-2,-2,-2,13709.0,5006.0,31130.0,5006.0,31178.0,3180.0,0,49845.0,39364.0,0.09969,-2.0,0.7897281572875915
160000.0,-1,-1,-2,30265.0,-131.0,-200.0,131.0,396.0,396.0,0,29934.0,923.0,0.1870875,-1.3333333333333333,0.030834502572325784
280000.0,0,0,0,186503.0,181328.0,180422.0,8026.0,8060.0,6300.0,0,548253.0,22386.0,1.9580464285714285,0.0,0.0408315139178445
60000.0,0,0,0,15054.0,9806.0,11068.0,1500.0,1518.0,2043.0,0,35928.0,5061.0,0.5988,0.0,0.14086506346025385
50000.0,1,-1,-1,0.0,780.0,0.0,780.0,0.0,0.0,1,780.0,780.0,0.0156,-0.3333333333333333,1.0
280000.0,-1,-1,2,498.0,9075.0,4641.0,9075.0,0.0,9976.0,0,14214.0,19051.0,0.05076428571428571,0.0,1.3402982974532152
360000.0,0,0,0,218668.0,221296.0,206895.0,10000.0,7000.0,6000.0,0,646859.0,23000.0,1.7968305555555555,0.0,0.03555643501906907
70000.0,0,0,0,67521.0,66999.0,63949.0,3000.0,4500.0,4042.0,0,198469.0,11542.0,2.8352714285714287,0.0,0.058155177886722864
10000.0,0,0,0,1877.0,3184.0,6003.0,1500.0,2927.0,1000.0,0,11064.0,5427.0,1.1064,0.0,0.49050976138828634
140000.0,0,0,0,59504.0,61544.0,62925.0,3000.0,3000.0,3000.0,0,183973.0,9000.0,1.3140928571428572,0.0,0.04892022198909623
40000.0,0,0,0,18927.0,21295.0,25921.0,3000.0,5000.0,0.0,0,66143.0,8000.0,1.653575,0.0,0.12095006274284505
210000.0,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,-2.0,0.0
20000.0,0,0,2,14028.0,16484.0,15800.0,3000.0,0.0,16741.0,1,46312.0,19741.0,2.3156,0.6666666666666666,0.42626101226463986
150000.0,0,0,-1,4463.0,3034.0,1170.0,1013.0,1170.0,0.0,1,8667.0,2183.0,0.05778,-0.3333333333333333,0.25187492788738897
380000.0,-1,-1,-1,22401.0,21540.0,15134.0,21540.0,15138.0,24677.0,0,59075.0,61355.0,0.15546052631578947,-1.0,1.0385950063478628
20000.0,0,0,0,17447.0,18479.0,19476.0,1318.0,1315.0,704.0,0,55402.0,3337.0,2.7701,0.0,0.06023248258185625
70000.0,1,2,2,37042.0,36171.0,38355.0,0.0,3100.0,2000.0,1,111568.0,5100.0,1.5938285714285714,1.6666666666666667,0.045712032123906496
100000.0,0,0,0,61559.0,51163.0,43824.0,2000.0,1606.0,1500.0,0,156546.0,5106.0,1.56546,0.0,0.03261661109194741
310000.0,-2,-2,-2,13465.0,7867.0,7600.0,7875.0,7600.0,11185.0,0,28932.0,26660.0,0.09332903225806452,-2.0,0.9214710355315913
180000.0,1,2,0,41402.0,41742.0,42758.0,1300.0,2010.0,1762.0,0,125902.0,5072.0,0.6994555555555556,1.0,0.04028530126606408
150000.0,2,0,0,46224.0,34993.0,31434.0,1600.0,1718.0,1049.0,0,112651.0,4367.0,0.7510066666666667,0.6666666666666666,0.03876574553266283
500000.0,-2,-2,-2,1905.0,3640.0,162.0,3640.0,162.0,0.0,0,5707.0,3802.0,0.011414,-2.0,0.6661994042404065
180000.0,0,0,0,16386.0,15793.0,8441.0,8500.0,1500.0,7500.0,0,40620.0,17500.0,0.22566666666666665,0.0,0.43082225504677496
180000.0,0,0,0,175886.0,173440.0,172308.0,8083.0,7296.0,5253.0,0,521634.0,20632.0,2.8979666666666666,0.0,0.03955263652292604
200000.0,-1,3,2,1587.0,1098.0,782.0,0.0,0.0,700.0,0,3467.0,700.0,0.017335,1.3333333333333333,0.2019036631093164
400000.0,0,0,0,350110.6799999999,337495.27999999997,325030.38999999897,17000.0,15029.0,30000.0,0,1012636.3499999988,62029.0,2.531590874999997,0.0,0.061254960875145426
500000.0,0,0,0,22848.0,23638.0,18878.0,1516.0,1300.0,1000.0,1,65364.0,3816.0,0.130728,0.0,0.05838076005140444
70000.0,0,0,0,70800.0,72060.0,69938.0,4025.0,2095.0,1000.0,0,212798.0,7120.0,3.0399714285714285,0.0,0.033458961080461286
50000.0,2,2,2,24987.0,24300.0,26591.0,0.0,2700.0,0.0,1,75878.0,2700.0,1.51756,2.0,0.035583436569229555
50000.0,0,0,0,28718.0,29166.0,0.0,1000.0,0.0,0.0,1,57884.0,1000.0,1.15768,0.0,0.017275931172690207
130000.0,-1,-1,-2,99.0,0.0,0.0,0.0,0.0,0.0,0,99.0,0.0,0.0007615384615384615,-1.3333333333333333,0.0
200000.0,-2,-2,-2,152519.0,148751.0,144076.0,0.0,0.0,8222.0,1,445346.0,8222.0,2.22673,-2.0,0.0184620497321184
10000.0,2,2,2,2097.0,4193.0,3978.0,2300.0,0.0,150.0,1,10268.0,2450.0,1.0268,2.0,0.23860537592520453
210000.0,2,-1,-1,300.0,300.0,1159.0,300.0,1159.0,2280.0,0,1759.0,3739.0,0.008376190476190476,0.0,2.1256395679363274
130000.0,1,-2,-2,-81.0,-200.0,-200.0,0.0,0.0,20161.0,0,-481.0,20161.0,-0.0037,-1.0,0.0
20000.0,2,0,0,18565.0,17204.0,17285.0,0.0,1200.0,1000.0,0,53054.0,2200.0,2.6527,0.6666666666666666,0.04146718437818072
80000.0,-1,-1,-1,780.0,0.0,390.0,0.0,390.0,390.0,0,1170.0,780.0,0.014625,-1.0,0.6666666666666666
320000.0,2,2,2,58267.0,59246.0,60184.0,2500.0,2500.0,0.0,1,177697.0,5000.0,0.555303125,2.0,0.028137785106107586
200000.0,-1,-1,-1,9076.0,5787.0,-200.0,5818.0,15.0,9102.0,0,14663.0,14935.0,0.073315,-1.0,1.0185500920684716
290000.0,1,-2,-1,0.0,0.0,3155.0,0.0,3155.0,0.0,0,3155.0,3155.0,0.010879310344827586,-0.6666666666666666,1.0
340000.0,-1,-1,-1,3048.0,5550.0,23337.0,5713.0,23453.0,4314.0,0,31935.0,33480.0,0.09392647058823529,-1.0,1.0483795209018318
20000.0,0,0,2,14619.0,17216.0,16642.0,2850.0,0.0,610.0,0,48477.0,3460.0,2.42385,0.6666666666666666,0.07137405367493863
50000.0,-1,0,0,42838.0,37225.0,36087.0,1759.0,1779.0,320.0,0,116150.0,3858.0,2.323,-0.3333333333333333,0.03321566939302626
300000.0,-1,-1,-1,291.0,291.0,291.0,291.0,291.0,291.0,0,873.0,873.0,0.00291,-1.0,1.0
30000.0,0,0,0,28387.0,29612.0,30326.0,1686.0,1400.0,560.0,1,88325.0,3646.0,2.944166666666667,0.0,0.04127936597792244
240000.0,1,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,-1.0,0.0
470000.0,0,0,0,165254.0,157784.0,162702.0,6400.0,7566.0,3000.0,0,485740.0,16966.0,1.0334893617021277,0.0,0.03492815086260139
360000.0,0,0,0,23411.0,27796.0,30400.0,4796.0,3400.0,3100.0,0,81607.0,11296.0,0.22668611111111112,0.0,0.13841949832734937
60000.0,0,0,0,26324.0,27471.0,28108.0,1576.0,1213.0,648.0,1,81903.0,3437.0,1.36505,0.0,0.04196427481288842
400000.0,0,0,2,131595.0,139060.0,126819.0,10700.0,3.0,3050.0,0,397474.0,13753.0,0.993685,0.6666666666666666,0.03460100534877753
50000.0,0,0,0,48909.0,47863.0,21489.0,1676.0,1302.0,700.0,0,118261.0,3678.0,2.36522,0.0,0.031100700991873904
160000.0,0,0,0,130028.0,107808.0,71934.0,4400.0,3547.0,70000.0,0,309770.0,77947.0,1.9360625,0.0,0.25162862769151306
360000.0,-1,-1,2,390.0,1170.0,780.0,1170.0,0.0,0.0,1,2340.0,1170.0,0.0065,0.0,0.5
160000.0,0,0,0,3826.0,4751.0,6604.0,1147.0,2000.0,2000.0,0,15181.0,5147.0,0.09488125,0.0,0.3390422238324221
130000.0,0,0,0,81313.0,117866.0,17740.0,40000.0,5000.0,1330.0,0,216919.0,46330.0,1.6686076923076922,0.0,0.21358202831471657
20000.0,2,2,0,8583.0,8303.0,9651.0,0.0,1651.0,1000.0,0,26537.0,2651.0,1.32685,1.3333333333333333,0.09989825526623206
200000.0,2,2,2,138180.0,140774.0,142460.0,6300.0,5500.0,5500.0,1,421414.0,17300.0,2.10707,2.0,0.04105226689193999
280000.0,-1,-1,-1,7524.0,0.0,3968.0,0.0,3968.0,0.0,0,11492.0,3968.0,0.041042857142857145,-1.0,0.34528367560041767
100000.0,-2,-2,-2,-81.0,5555.0,0.0,7555.0,0.0,0.0,0,5474.0,7555.0,0.05474,-2.0,1.3801607599561563
160000.0,-1,-1,-1,880.0,1602.0,840.0,1602.0,840.0,840.0,0,3322.0,3282.0,0.0207625,-1.0,0.9879590608067429
60000.0,0,0,0,45648.0,46850.0,47214.0,1937.0,1301.0,682.0,0,139712.0,3920.0,2.328533333333333,0.0,0.02805771873568484
90000.0,0,0,0,83725.0,85996.0,87653.0,3621.0,3597.0,1179.0,0,257374.0,8397.0,2.8597111111111113,0.0,0.032625673144917516
360000.0,-1,-1,-1,3967.0,8322.0,3394.0,8339.0,3394.0,12902.0,0,15683.0,24635.0,0.04356388888888889,-1.0,1.5708091564114008
150000.0,0,0,0,86009.0,86108.0,89006.0,4031.0,10006.0,3266.0,0,261123.0,17303.0,1.74082,0.0,0.06626379139332805
50000.0,0,0,0,18722.0,18160.0,16997.0,1411.0,1194.0,379.0,0,53879.0,2984.0,1.07758,0.0,0.055383359008147885
20000.0,0,0,0,17973.0,19367.0,19559.0,1699.0,1460.0,626.0,1,56899.0,3785.0,2.84495,0.0,0.0665213799891035
140000.0,-2,-2,-2,672.0,10212.0,850.0,10212.0,850.0,415.0,0,11734.0,11477.0,0.08381428571428572,-2.0,0.9780978353502642
380000.0,-2,-2,-1,-81.0,-200.0,32475.0,223.0,33178.0,1171.0,0,32194.0,34572.0,0.08472105263157895,-1.6666666666666667,1.0738646952848356
480000.0,0,0,0,350110.6799999999,337495.27999999997,325030.38999999897,16078.0,55693.0,17000.0,0,1012636.3499999988,88771.0,2.1096590624999974,0.0,0.0876632564098653
50000.0,0,0,0,44698.0,42254.0,38347.0,1767.0,1362.0,1002.0,1,125299.0,4131.0,2.50598,0.0,0.03296913782232899
60000.0,2,2,2,56685.0,55208.0,59175.0,0.0,5000.0,2511.0,0,171068.0,7511.0,2.8511333333333333,2.0,0.04390651670680665
70000.0,-1,-1,-2,5580.0,0.0,0.0,0.0,0.0,0.0,0,5580.0,0.0,0.07971428571428571,-1.3333333333333333,0.0
80000.0,-1,-1,-1,6108.0,2861.0,3277.0,2861.0,3279.0,3319.0,0,12246.0,9459.0,0.153075,-1.0,0.7724154826065655
350000.0,-1,-1,-1,713.0,2272.0,722.0,2272.0,722.0,867.0,0,3707.0,3861.0,0.010591428571428571,-1.0,1.0415430267062316
130000.0,0,0,0,171438.0,178382.0,39940.0,10908.0,0.0,70000.0,0,389760.0,80908.0,2.998153846153846,0.0,0.20758415435139574
360000.0,1,-2,-2,-81.0,-103.0,-103.0,0.0,0.0,0.0,0,-287.0,0.0,-0.0007972222222222222,-1.0,0.0
330000.0,0,0,2,105879.0,108431.0,105594.0,9260.0,0.0,3593.0,0,319904.0,12853.0,0.9694060606060606,0.6666666666666666,0.040177678303491046
50000.0,0,0,2,13244.0,14722.0,15181.0,2000.0,1000.0,1000.0,0,43147.0,4000.0,0.86294,0.6666666666666666,0.0927063295246483
280000.0,2,2,2,135673.0,138532.0,134813.0,6500.0,0.0,14254.0,0,409018.0,20754.0,1.4607785714285715,2.0,0.050741043181473676
100000.0,0,0,0,52128.0,52692.0,54477.0,2000.0,2677.0,3076.0,0,159297.0,7753.0,1.59297,0.0,0.04867009422650772
50000.0,0,0,0,19015.0,19294.0,20259.0,1340.0,1305.0,700.0,0,58568.0,3345.0,1.17136,0.0,0.057113099303373854
30000.0,-1,2,0,18199.0,17618.0,18631.0,0.0,1312.0,3000.0,1,54448.0,4312.0,1.8149333333333333,0.3333333333333333,0.07919482809285924
240000.0,-1,-1,-1,326.0,326.0,326.0,326.0,326.0,5676.0,0,978.0,6328.0,0.004075,-1.0,6.470347648261758
80000.0,2,0,0,14029.0,15493.0,16630.0,2000.0,1700.0,1000.0,1,46152.0,4700.0,0.5769,0.6666666666666666,0.10183740682960651
400000.0,-1,-1,-1,19660.0,9666.0,11867.0,9677.0,11867.0,7839.0,0,41193.0,29383.0,0.1029825,-1.0,0.7133008035345811
240000.0,0,0,0,50254.0,51445.0,53015.0,2000.0,3000.0,3000.0,0,154714.0,8000.0,0.6446416666666667,0.0,0.05170831340408754
50000.0,2,2,2,46004.0,45976.0,48953.0,1000.0,4035.0,1000.0,1,140933.0,6035.0,2.81866,2.0,0.04282176637125443
450000.0,1,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,-1.0,0.0
110000.0,1,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-1.0,0.0
310000.0,2,0,0,304991.0,311243.0,306314.0,13019.0,11128.0,8407.0,1,922548.0,32554.0,2.9759612903225805,0.6666666666666666,0.0352870528145961
20000.0,0,0,0,19115.0,18962.0,19298.0,1404.0,1130.0,600.0,0,57375.0,3134.0,2.86875,0.0,0.054623093681917215
20000.0,1,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-1.0,0.0
200000.0,0,0,0,110151.0,99530.0,98951.0,3568.0,3585.0,3602.0,0,308632.0,10755.0,1.54316,0.0,0.034847326265584906
180000.0,0,0,0,163736.0,116422.0,99278.0,4655.0,2690.0,2067.0,1,379436.0,9412.0,2.1079777777777777,0.0,0.02480523724686113
50000.0,0,0,0,3347.0,3899.0,4503.0,1000.0,1066.0,1300.0,1,11749.0,3366.0,0.23498,0.0,0.2864924674440378
60000.0,3,2,2,60521.0,61450.0,57244.0,2504.0,7.0,1200.0,0,179215.0,3711.0,2.9869166666666667,2.3333333333333335,0.020706972072650168
30000.0,1,-2,-2,4000.0,5645.0,3508.0,5645.0,3508.0,27.0,0,13153.0,9180.0,0.43843333333333334,-1.0,0.6979396335436783
240000.0,1,-1,-1,95.0,2622.0,3301.0,2622.0,3301.0,0.0,0,6018.0,5923.0,0.025075,-0.3333333333333333,0.984214024592888
420000.0,0,0,0,253454.0,247743.0,229049.0,9744.0,9553.0,7603.0,0,730246.0,26900.0,1.7386809523809523,0.0,0.036836901537290176
330000.0,0,0,0,227389.0,228719.0,229644.0,8210.0,8095.0,8025.0,0,685752.0,24330.0,2.0780363636363637,0.0,0.03547929863857488
30000.0,0,0,0,28452.0,26145.0,26712.0,2000.0,1400.0,0.0,0,81309.0,3400.0,2.7103,0.0,0.04181578915003259
240000.0,0,0,0,10674.0,12035.0,13681.0,1500.0,1800.0,0.0,0,36390.0,3300.0,0.151625,0.0,0.09068425391591096
150000.0,0,0,0,17444.0,19342.0,22000.0,2500.0,3000.0,3000.0,0,58786.0,8500.0,0.3919066666666667,0.0,0.14459224985540775
210000.0,0,0,0,7166.0,7997.0,8792.0,1500.0,1500.0,1000.0,0,23955.0,4000.0,0.11407142857142857,0.0,0.1669797537048633
50000.0,-1,-1,-1,752.0,300.0,5880.0,300.0,5880.0,0.0,1,6932.0,6180.0,0.13864,-1.0,0.8915175995383727
50000.0,0,0,0,50801.0,50143.0,49586.0,2360.0,1700.0,1000.0,0,150530.0,5060.0,3.0106,0.0,0.033614561881352555
240000.0,1,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,-1.0,0.0
180000.0,-1,-1,-1,1832.0,0.0,832.0,0.0,416.0,332.0,0,2664.0,748.0,0.0148,-1.0,0.2807807807807808
50000.0,1,2,2,10131.0,10833.0,20583.0,1000.0,10000.0,400.0,0,41547.0,11400.0,0.83094,1.6666666666666667,0.2743880424579392
170000.0,-2,-2,-2,12159.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,32159.0,30000.0,0.18917058823529412,-2.0,0.9328648278864392
20000.0,-1,-1,-1,1199.0,15586.0,344.0,15586.0,344.0,2340.0,0,17129.0,18270.0,0.85645,-1.0,1.06661217817736
50000.0,0,0,0,4999.0,5913.0,7315.0,1000.0,1500.0,2000.0,0,18227.0,4500.0,0.36454,0.0,0.24688648707960717
170000.0,0,0,0,19269.0,20313.0,20852.0,1661.0,1200.0,351.0,1,60434.0,3212.0,0.35549411764705885,0.0,0.053148889697852204
200000.0,1,2,0,197236.0,176192.0,93069.0,8000.0,5000.0,55500.0,0,466497.0,68500.0,2.332485,1.0,0.14683910078735768
80000.0,1,2,3,9168.0,10522.0,10205.0,1650.0,0.0,0.0,0,29895.0,1650.0,0.3736875,2.0,0.05519317611640743
260000.0,1,-2,-1,-81.0,-200.0,21400.0,0.0,22500.0,0.0,0,21119.0,22500.0,0.08122692307692307,-0.6666666666666666,1.0653913537572801
140000.0,0,0,0,86627.0,78142.0,68336.0,3455.0,3110.0,5000.0,0,233105.0,11565.0,1.6650357142857144,0.0,0.04961283541751571
80000.0,0,0,0,42444.0,55744.0,43476.0,30000.0,3000.0,6000.0,0,141664.0,39000.0,1.7708,0.0,0.27529929975152473
350000.0,1,-1,-1,208.0,2906.0,1000.0,2906.0,1000.0,630.0,0,4114.0,4536.0,0.011754285714285714,-0.3333333333333333,1.1025765678172095
280000.0,0,0,0,208775.0,182350.0,132257.0,8042.0,6700.0,5137.0,0,523382.0,19879.0,1.8692214285714286,0.0,0.03798181825129637
30000.0,0,0,0,9014.0,10406.0,11427.0,1700.0,1500.0,1000.0,0,30847.0,4200.0,1.0282333333333333,0.0,0.13615586604856225
140000.0,0,0,0,23944.0,28049.0,32073.0,5000.0,5000.0,11885.0,0,84066.0,21885.0,0.6004714285714285,0.0,0.2603311683677111
200000.0,0,0,0,105420.0,102870.0,89643.0,4000.0,3250.0,3250.0,0,297933.0,10500.0,1.489665,0.0,0.03524282305082015
200000.0,0,0,0,196031.0,196143.0,189524.0,7300.0,7108.0,7680.0,0,581698.0,22088.0,2.90849,0.0,0.03797159350728385
210000.0,2,3,3,115785.0,122904.0,129847.0,10478.0,10478.0,11078.0,1,368536.0,32034.0,1.7549333333333332,2.6666666666666665,0.08692230881107951
50000.0,3,2,0,12854.0,12362.0,13447.0,0.0,1600.0,500.0,0,38663.0,2100.0,0.77326,1.6666666666666667,0.05431549543491193
30000.0,2,2,2,24357.0,27453.0,26718.0,3500.0,0.0,2200.0,0,78528.0,5700.0,2.6176,2.0,0.07258557457212714
50000.0,2,-1,-1,390.0,390.0,780.0,390.0,780.0,216.0,0,1560.0,1386.0,0.0312,0.0,0.8884615384615384
290000.0,-1,-1,-1,1234.0,396.0,396.0,396.0,396.0,792.0,0,2026.0,1584.0,0.006986206896551724,-1.0,0.7818361303060217
250000.0,0,0,2,141223.0,156858.0,151841.0,17994.0,0.0,5469.0,0,449922.0,23463.0,1.799688,0.6666666666666666,0.05214903916678891
60000.0,0,0,0,21148.0,23803.0,24908.0,3000.0,1500.0,1500.0,0,69859.0,6000.0,1.1643166666666667,0.0,0.08588728725003221
110000.0,0,0,0,101640.0,104795.0,104855.0,5500.0,3900.0,3000.0,0,311290.0,12400.0,2.8299090909090907,0.0,0.039834238170195
370000.0,-2,-2,-2,6093.0,15130.0,8204.0,15383.0,8204.0,15413.0,0,29427.0,39000.0,0.07953243243243244,-2.0,1.3253134876134163
100000.0,-1,2,2,102349.0,96847.0,58824.0,3166.0,0.0,1330.0,0,258020.0,4496.0,2.5802,1.0,0.017425005813502828
90000.0,0,0,0,72112.0,73854.0,75526.0,3500.0,3500.0,3652.0,0,221492.0,10652.0,2.4610222222222222,0.0,0.04809203041193361
50000.0,0,0,0,28040.0,29092.0,29366.0,1510.0,1442.0,982.0,0,86498.0,3934.0,1.72996,0.0,0.04548082036578881
270000.0,0,0,0,37695.0,33397.0,30534.0,5000.0,2000.0,3000.0,0,101626.0,10000.0,0.3763925925925926,0.0,0.09840001574400252
300000.0,-1,-1,-1,688.0,3280.0,0.0,3288.0,0.0,4340.0,0,3968.0,7628.0,0.013226666666666666,-1.0,1.9223790322580645
50000.0,-1,0,0,8567.0,15273.0,11650.0,15000.0,1000.0,149.0,0,35490.0,16149.0,0.7098,-0.3333333333333333,0.4550295857988166
50000.0,1,-2,-2,-81.0,-200.0,-200.0,0.0,0.0,0.0,1,-481.0,0.0,-0.00962,-1.0,0.0
360000.0,1,-2,-1,0.0,0.0,77.0,0.0,77.0,0.0,0,77.0,77.0,0.0002138888888888889,-0.6666666666666666,1.0
130000.0,1,2,2,64617.0,65978.0,67282.0,3000.0,3000.0,3000.0,1,197877.0,9000.0,1.5221307692307693,1.6666666666666667,0.04548279992116315
80000.0,-2,-1,0,6187.0,100.0,600.0,504.0,500.0,1000.0,0,6887.0,2004.0,0.0860875,-1.0,0.2909830114708872
50000.0,1,2,0,48860.0,47801.0,48363.0,0.0,1500.0,1000.0,0,145024.0,2500.0,2.90048,1.0,0.017238526037069726
20000.0,0,0,0,16001.0,12622.0,13221.0,1212.0,1201.0,500.0,0,41844.0,2913.0,2.0922,0.0,0.06961571551476914
80000.0,0,0,2,77883.0,81811.0,80250.0,5800.0,1000.0,600.0,0,239944.0,7400.0,2.9993,0.6666666666666666,0.03084052945687327
240000.0,-1,-1,2,12212.0,26578.0,25331.0,15000.0,0.0,2000.0,0,64121.0,17000.0,0.26717083333333336,0.0,0.26512375040938224
80000.0,0,-1,0,49608.0,12412.0,14873.0,12500.0,6500.0,3000.0,0,76893.0,22000.0,0.9611625,-0.3333333333333333,0.2861118697410688
500000.0,0,0,0,56422.0,110616.0,110340.0,66522.17999999854,30357.0,30000.0,0,277378.0,126879.17999999854,0.554756,0.0,0.4574233717165692
60000.0,0,0,0,58024.0,57891.0,48839.0,2500.0,1600.0,3000.0,1,164754.0,7100.0,2.7459,0.0,0.043094553091275474
20000.0,0,0,0,10642.0,11677.0,13070.0,1200.0,1593.0,601.0,0,35389.0,3394.0,1.76945,0.0,0.09590550736104439
100000.0,1,2,0,14483.0,13961.0,15323.0,0.0,1600.0,1500.0,1,43767.0,3100.0,0.43767,1.0,0.07082962049032376
360000.0,1,-1,-1,2616.0,57077.0,5287.0,57087.0,5295.0,68454.0,0,64980.0,130836.0,0.1805,-0.3333333333333333,2.0134810710988
200000.0,2,2,2,199436.0,202947.0,193936.0,8214.0,7000.0,6800.0,1,596319.0,22014.0,2.981595,2.0,0.03691648262087909
